"Effective Date","Securities Code","Securities Name","Securities Name(Eng.)","Exchange","CSRC Industry Code","CSRC Industry Name","CSRC Industry Name(Eng.)","CSRC Industry Code(Full)","CSRC Industry Name(Full)","CSRC Industry Name(Full)(Eng.)"
2016-03-25,000799,*ST酒鬼,Jiugui Liquor Co Ltd,Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,000848,承德露露,He Bei Cheng De Lolo Co Ltd,Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,000858,五 粮 液,Wuliangye Yibin Co Ltd,Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,000869,张  裕Ａ,Yantai Changyu Pioneer Wine Co Ltd,Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,000929,兰州黄河,Lanzhou Huanghe Enterprise Co Ltd,Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,000995,*ST皇台,Gansu Huangtai Wine-Marketing Industry Co Ltd,Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,002304,洋河股份,Jiangsu Yanghe Brewery Joint-Stock Co Ltd,Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,002387,黑牛食品,Blackcow Food Co Ltd,Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,002461,珠江啤酒,Guangzhou Zhujiang Brewery Co Ltd,Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,002568,百润股份,"SHANGHAI BAIRUN INVESTMENT HOLDING GROUP CO.,LTD.",Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,002646,青青稞酒,"Qinghai Huzhu Barley Wine Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,200019,深深宝Ｂ,Shenzhen Shenbao Industrial Co Ltd,Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,200596,古井贡B,Anhui Gujing Distillery Co Ltd,Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,200869,张  裕Ｂ,Yantai Changyu Pioneer Wine Co Ltd,Shenzhen,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600059,古越龙山,Zhejiang Guyuelongshan Shaoxing Wine Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600084,中葡股份,"CITIC Guoan Wine Co.,Ltd",Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600090,啤酒花,Xin Jiang Hops Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600132,重庆啤酒,Chongqing Brewery Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600197,伊力特,Xinjiang Yilite Industry Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600199,金种子酒,Anhui Golden Seed Winery Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600300,维维股份,"V V Food & Beverage Co.,Ltd.",Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600365,通葡股份,Tonghua Grape Wine Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600519,贵州茅台,Kweichow Moutai Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600543,莫高股份,Gansu Mogao Industrial Development Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600559,老白干酒,"Hebei Hengshui Laobaigan Liquor Co.,Ltd.",Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600573,惠泉啤酒,Fujian Yanjing Huiquan Brewery Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600600,青岛啤酒,Tsingtao Brewery Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600616,金枫酒业,Shanghai Jinfeng Wine Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600702,沱牌舍得,"Sichuan Tuopai Shede Wine Co., Ltd.",Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600779,*ST水井,"Sichuan Swellfun Co., Ltd.",Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600809,山西汾酒,Shanxi Xinghuacun Fen Wine Factory Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,600962,*ST中鲁,SDIC Zhonglu Fruit Juice Co Ltd,Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,601579,会稽山,"Kuaijishan Shaoxing Rice Wine Co., Ltd",Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,603198,迎驾贡酒,"ANHUI YINGJIA DISTILLERY CO., LTD.",Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,603369,今世缘,"Jiangsu King's Luck Brewery Joint-Stock Co., Ltd.",Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,603589,口子窖,"Anhui Kouzi Distillery Co., Ltd.",Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,603919,金徽酒,"JINHUI LIQUOR Co.,Ltd.",Shanghai,C,制造业,Manufacturing,15,酒、饮料和精制茶制造业,Beverage manufacturing
2016-03-25,000018,神州长城,"Sino Great Wall Co., Ltd.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,000158,常山股份,Shijiazhuang Changshan Textile Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,000611,*ST蒙发,"The Inner Mongolia CHILECHUAN Technology & Development CO., LTD.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,000726,鲁  泰Ａ,Lu Thai Textile Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,000779,三毛派神,Lanzhou Sanmao Industrial Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,000803,金宇车城,Sichuan Jinyu Automobile City Group Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,000850,华茂股份,Anhui Huamao Textile Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,000955,欣龙控股,Xinlong Holding (Group) Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,000982,中银绒业,"Ningxia Zhongyin Cashmere Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002015,霞客环保,Xiake Color Spinning Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002034,美欣达,"Zhejiang Mizuda Printing and Dyeing Group Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002042,华孚色纺,"Huafu Top Dyed Melange Yarn Co., Ltd",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002070,众和股份,Zhonghe Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002072,凯瑞德,"KAIRUIDE HOLDING CO., LTD.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002083,孚日股份,"Sunvim Group Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002087,新野纺织,Henan Xinye Textile Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002144,宏达高科,Hongda High-Tech Holding Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002193,山东如意,Shandong Jining Ruyi Woolen Textile Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002293,罗莱生活,"LUOLAI LIFESTYLE TECHNOLOGY CO., LTD.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002327,富安娜,Shenzhen Fuanna Bedding and Furnishing Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002394,联发股份,Jiangsu Lianfa Textile Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002397,梦洁家纺,Hunan Mendale Hometextile Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002516,旷达科技,"Kuangda Technology Group Co., Ltd.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002761,多喜爱,"DOHIA HOME TEXTILE CO.,LTD.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,200018,神州B,"Sino Great Wall Co., Ltd.",Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,200726,鲁  泰Ｂ,Lu Thai Textile Co Ltd,Shenzhen,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,600070,浙江富润,Zhejiang Furun Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,600152,维科精华,Ningbo Veken Elite Group Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,600156,华升股份,Hunan Huasheng Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,600220,江苏阳光,Jiangsu Sunshine Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,600232,金鹰股份,Zhejiang Golden Eagle Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,600370,三房巷,Jiangsu Sanfangxiang Industry Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,600448,华纺股份,Huafang Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,600493,凤竹纺织,"Fujian Fynex Textile Science & Technology Co.,Ltd",Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,600630,龙头股份,Shanghai Dragon Corporation,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,600689,上海三毛,Shanghai Sanmao Enterprise (Group) Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,600851,海欣股份,Shanghai Haixin Group Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,600987,航民股份,Zhejiang Hangmin Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,601339,百隆东方,"Bros Eastern Co., Ltd.",Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,601599,鹿港科技,Jiangsu Lugang Science and Technology Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,603558,健盛集团,"Zhejiang Jasan Holding Group Co., Ltd.",Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,603889,新澳股份,Zhejiang Xinao Textiles Inc.,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,900917,海欣Ｂ股,Shanghai Haixin Group Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,900922,三毛B股,Shanghai Sanmao Enterprise (Group) Co Ltd,Shanghai,C,制造业,Manufacturing,17,纺织业,Textile
2016-03-25,002003,伟星股份,Zhejiang Weixing Industrial Development Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002029,七匹狼,Fujian Septwolves Industry Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002154,报喜鸟,Zhejiang Baoxiniao Garment Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002239,奥特佳,"Aotecar New Energy Technology Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002269,美邦服饰,Shanghai Metersbonwe Fashion & Accessories Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002291,星期六,"SATURDAY CO., LTD",Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002404,嘉欣丝绸,Zhejiang Jiaxin Silk Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002425,凯撒股份,Kaiser (China) Holding Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002485,希努尔,Sinoer Men's Wear Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002486,嘉麟杰,Shanghai Challenge Textile Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002503,搜于特,Dongguan Souyute Fashion Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002563,森马服饰,Zhejiang Semir Garment Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002569,步森股份,Zhejiang Busen Garments Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002612,朗姿股份,Lancy Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002634,棒杰股份,Zhejiang Bangjie Digital Knitting Share Co Ltd,Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002656,卡奴迪路,"Guangzhou CANUDILO Fashion & Accessories Co.,Ltd.",Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
2016-03-25,002687,乔治白,"ZHEJIANG GIUSEPPE GARMENT CO., LTD",Shenzhen,C,制造业,Manufacturing,18,纺织服装、服饰业,Manufacturers of clothes and other fibre products
